2.6883,9.1694,-11.277,0.086217,0.031877,-0.13077
-2.168,1.7131,17.909,0.27694,-0.13499,0.30349
3.627,-0.31527,3.5908,-0.020497,-0.012414,0.14897
7.0452,7.086,3.3745,-0.12075,0.071724,0.16302
2.4445,5.1735,3.6515,-0.030344,0.029387,-0.078729
4.4418,-5.7354,-5.3271,-0.080951,-0.29443,0.14383
1.6252,-3.7746,6.8691,-0.17115,-0.010225,-0.024182
1.5946,1.5643,-4.3063,-0.0030106,-0.016487,0.062701
5.4641,5.5464,-4.2996,0.007729,-0.12141,-0.11145
-0.037339,7.6632,-3.8291,0.03713,-0.022549,0.11159
-5.4494,0.16279,2.7824,0.11005,0.15444,0.0084009
-7.4628,-3.7115,-5.2876,0.23504,-0.061539,0.074559
-0.96745,4.4431,-3.8034,-0.14024,-0.14221,0.048512
-0.89252,-0.98027,7.1179,0.029139,0.019815,0.1584
-4.0282,3.4831,4.1974,-0.024396,0.021609,-0.11701
-5.7458,0.52437,3.6338,0.25852,-0.066639,0.018238
-0.4183,-9.6651,-2.1717,-0.17951,0.084096,-0.089366
0.49495,-2.7226,1.5413,-0.060079,0.049064,0.07331
8.5542,-0.97062,-10.668,-0.084013,0.13553,-0.1079
4.7995,0.62025,7.2083,-0.19615,-0.019689,-0.12151
14.534,4.1261,6.9202,-0.10588,-0.046777,-0.028011
5.4852,-1.3894,3.5337,-0.20524,-0.035297,-0.083162
-7.8939,2.5399,1.4365,0.0032886,-0.13328,0.1119
1.7408,-1.4953,0.14155,-0.026251,-0.17493,-0.029452
-4.1681,-4.896,-5.7543,-0.053398,-0.20016,0.095492
2.5879,-0.10013,-0.14562,-0.079847,0.10198,-0.014292
-3.5861,6.7569,-1.095,-0.05892,-0.029242,-0.085796
-5.6151,12.63,8.3069,0.030751,-0.12556,-0.087584
-0.89768,3.9571,-6.63,-0.23297,-0.14474,0.032264
1.9414,2.2584,-0.62088,0.018401,-0.047421,0.085047
-6.8242,2.2752,-4.2124,-0.033436,0.0555,0.10267
-5.6041,6.3033,3.3324,-0.0067115,-0.019272,-0.023097
-1.5311,0.11524,0.28873,0.082704,0.15298,0.045246
-1.0636,3.126,0.949,-0.10286,0.095228,0.029141
0.66152,2.5762,1.3405,-0.094006,-0.015904,-0.016298
-2.6738,8.4105,-4.3446,-0.048216,-0.070849,-0.11925
-0.97425,-1.3703,7.685,-0.024712,-0.10605,0.15837
6.1612,-1.1481,-7.4956,-0.044246,-0.015203,0.025472
-1.3176,2.2171,1.9952,-0.12482,-0.094383,-0.076406
-2.5505,-1.6029,0.09864,-0.30265,-0.045264,0.12179
-5.3444,4.6686,1.7885,-0.0025966,0.018708,-0.15913
-0.43269,8.0197,0.52918,0.0044779,-0.072927,-0.0058642
1.1528,2.1319,-1.826,-0.023266,0.20289,-0.22879
11.139,1.6878,5.0389,-0.166,-0.05846,-0.030945
2.1059,-8.351,2.3973,-0.12082,0.007187,0.061905
1.6274,5.4132,5.07,-0.064587,0.026297,-0.097957
-6.6172,4.6241,0.040189,-0.0049417,0.091725,0.055756
1.7428,6.2512,4.6892,0.024574,-0.068404,-0.069043
5.9524,-8.0592,-0.081929,-0.19424,0.1027,0.082089
-0.0025822,-0.35419,-12.391,0.058812,-0.21858,-0.23621
0.39078,-4.7424,2.0981,0.068443,0.086455,-0.07358
2.2375,0.50316,4.1714,0.05441,0.090488,-0.017834
-0.74597,5.0389,-10.577,-0.049618,-0.12634,-0.043063
3.2328,4.1286,-5.0329,-0.046222,0.014433,-0.034152
1.4978,1.9997,-4.6074,-0.016754,-0.21246,0.10941
-3.1577,-6.0192,-1.2267,-0.14189,-0.0013213,-0.061367
10.876,5.6923,-12.441,0.045149,-0.13903,-0.030974
0.8078,3.7387,-1.3209,0.15869,-0.047283,0.027117
3.3078,0.42597,4.4498,0.033425,-0.077575,-0.18634
9.2753,-3.0226,0.56263,0.057459,0.012231,-0.096451
-2.3587,-0.6244,7.4414,-0.084904,0.079372,0.024711
-1.192,-5.2848,-1.3734,-0.0074573,-0.146,0.0129
-4.1364,-0.47112,1.7291,-0.089221,-0.027854,0.028532
-9.2061,5.18,12.171,0.097217,-0.03057,0.036244
-5.2078,9.3894,4.753,0.080044,-0.086544,0.025239
-2.8198,-1.557,-2.8001,-0.10123,-0.089794,-0.027892
-8.5226,3.0381,-0.53859,0.071284,0.028086,0.042371
-7.4433,-5.1012,-2.1842,0.012361,0.11404,-0.036214
6.2815,2.3772,5.9219,0.014116,-0.064479,-0.15552
0.75251,4.0928,-1.4112,-0.052634,-0.029623,-0.11719
-2.4891,-0.90363,0.28127,-0.0049099,0.062413,0.003245
9.0471,1.5602,9.0749,-0.070821,0.053971,-0.033869
2.9783,2.9697,-10.877,-0.13119,-0.14275,0.032184
7.3285,-1.634,4.1145,0.056093,-0.10378,0.031586
-3.7826,7.5814,-0.10965,0.16517,-0.041086,0.050622
-0.33773,-10.11,-4.8572,0.062841,-0.0040307,-0.12036
-3.156,1.2477,-4.9113,0.099106,-0.062574,0.17224
-5.4237,0.99601,-7.5508,-0.070735,-0.057788,0.031332
4.6867,1.5025,-1.8104,0.083192,0.081467,0.0030737
2.8325,2.064,-4.8791,0.077613,-0.064101,-0.069481
0.86084,-1.5375,-0.60266,0.061202,0.10634,-0.029028
1.6142,-1.1914,1.2052,0.045674,-0.059988,0.018111
2.9809,0.4616,8.7073,-0.059177,-0.07197,-0.1845
4.5271,4.3355,-0.34058,0.09153,0.020144,0.01944
0.53839,2.1998,0.56797,0.28042,-0.11486,-0.1952
-5.731,-5.4666,-2.1076,-0.015165,-0.020005,0.044227
1.918,3.7562,8.9525,0.12398,-0.12644,-0.24293
4.4807,-9.1781,0.3957,0.0052124,0.22465,-0.017089
-2.5666,1.1792,1.2916,0.0086554,-0.058888,-0.13255
1.5515,-6.7142,-5.0978,0.13476,-0.039883,-0.024425
4.4672,-1.5004,5.2105,-0.032889,0.10332,0.05245
-1.0983,-4.3283,-5.1513,-0.025408,-0.041735,-0.051426
